SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,GenderMale,InternetService_FiberOptic,InternetService_No,Contract_OneYear,Contract_TwoYear,PaymentMethod_CreditCardAutomatic,PaymentMethod_ElectronicCheck,PaymentMethod_MailedCheck,Churn
0,0,0,63,1,1,1,1,1,1,1,0,1,79.85,4861.45,0,0,0,0,1,1,0,0,0
1,1,0,55,1,0,0,0,1,1,1,0,0,88.8,4805.3,0,1,0,0,1,1,0,0,0
0,1,1,72,1,0,0,0,0,0,0,0,0,21.0,1493.75,1,0,1,0,1,0,0,0,0
0,0,1,26,0,0,0,1,0,0,1,0,1,39.95,1023.75,1,0,0,1,0,0,0,0,0
0,1,1,60,1,0,0,0,0,0,0,0,1,19.25,1103.25,0,0,1,0,1,1,0,0,0
1,0,0,18,1,0,0,1,0,0,0,0,1,74.7,1294.6,0,1,0,0,0,0,1,0,0
1,1,0,59,1,1,1,1,1,1,0,0,1,94.05,5483.9,0,1,0,1,0,0,1,0,0
0,0,0,52,1,0,1,0,0,0,0,0,1,49.75,2535.55,0,0,0,0,0,0,0,0,0
0,1,0,64,1,1,0,1,1,1,1,0,1,76.1,4818.8,1,0,0,0,1,0,0,0,0
0,0,0,52,0,0,1,1,1,0,1,1,1,58.75,3038.55,0,0,0,0,1,0,0,0,0
0,0,0,11,1,0,0,0,0,0,0,0,1,20.45,237.3,1,0,1,0,0,1,0,0,0
0,1,0,59,1,1,1,1,1,1,1,1,0,113.75,6561.25,1,1,0,0,1,0,1,0,0
0,0,0,3,1,0,0,0,0,0,0,0,0,20.7,57.5,1,0,1,0,0,0,0,1,0
0,1,0,72,1,1,0,0,0,0,0,0,0,25.4,1710.9,1,0,1,0,1,0,0,1,0
0,0,0,12,1,0,0,0,0,0,0,0,0,20.1,223.6,0,0,1,0,0,0,0,1,0
1,1,0,41,1,0,0,1,0,0,1,1,1,94.55,3851.45,1,1,0,0,0,0,1,0,0
0,0,1,2,1,1,1,1,0,0,0,0,0,60.95,134.6,1,0,0,0,0,0,0,0,0
0,1,1,9,1,1,0,1,1,0,1,1,1,102.6,897.75,1,1,0,0,0,1,0,0,0
0,1,1,6,1,1,0,0,0,0,0,0,0,25.4,153.3,1,0,1,0,1,0,0,1,0
0,0,0,20,1,0,0,0,0,0,0,0,0,19.7,406.95,0,0,1,0,1,0,0,1,0
0,0,0,65,1,1,0,1,1,0,1,1,0,105.1,6631.85,1,1,0,0,1,1,0,0,0
0,1,1,18,1,1,0,0,0,0,0,0,1,24.65,471.35,0,0,1,0,1,1,0,0,0
1,0,0,72,1,1,1,1,0,1,1,1,1,110.1,7746.7,0,1,0,0,1,0,0,0,0
0,1,1,24,1,1,1,1,0,0,1,1,0,78.4,1832.4,0,0,0,1,0,0,1,0,0
0,0,0,3,1,0,0,0,0,0,1,0,1,54.2,140.4,0,0,0,0,0,0,1,0,0
0,1,1,72,1,1,1,1,0,1,0,0,0,66.75,4760.3,0,0,0,0,1,1,0,0,0
0,1,0,10,1,0,0,0,0,0,0,0,0,20.1,184.4,0,0,1,1,0,0,0,1,0
0,0,0,31,1,0,0,0,0,0,0,0,0,20.45,638.55,1,0,1,0,1,0,0,1,0
0,1,1,55,1,0,0,0,0,0,0,0,0,19.35,1153.25,1,0,1,0,1,0,0,0,0
0,0,1,22,1,1,0,1,0,0,1,0,1,89.1,1949.4,1,1,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.95,20.95,1,0,1,0,0,0,0,0,0
0,0,0,39,0,0,0,0,0,1,0,1,1,40.6,1494.5,1,0,0,0,0,0,1,0,0
0,1,1,57,1,0,0,1,0,0,1,1,1,95.0,5535.8,0,1,0,1,0,0,1,0,0
1,1,0,28,1,1,0,1,1,1,1,1,1,110.85,3204.4,0,1,0,0,0,0,1,0,0
0,1,1,5,1,0,0,0,0,0,1,0,1,80.85,356.1,0,1,0,0,0,0,1,0,0
1,1,0,11,1,0,0,0,0,0,0,0,1,70.2,834.7,1,1,0,0,0,0,1,0,0
0,0,1,34,1,1,1,1,0,0,1,1,1,103.8,3470.8,1,1,0,1,0,0,1,0,0
0,1,0,61,1,1,0,1,0,1,0,1,1,94.35,5703.0,0,1,0,0,1,0,0,0,0
1,1,0,61,1,1,1,1,1,1,0,0,1,94.2,5895.45,0,1,0,0,0,1,0,0,0
0,0,0,11,1,1,0,0,0,0,0,1,1,58.95,601.6,0,0,0,0,0,0,0,1,0
0,0,0,8,1,0,0,0,0,0,0,0,1,20.2,140.95,0,0,1,1,0,0,0,0,0
0,1,1,7,1,0,0,0,0,0,0,0,0,20.45,150.75,0,0,1,0,0,0,0,1,0
0,1,0,72,1,1,1,1,1,1,1,1,1,115.8,8424.9,1,1,0,0,1,0,0,0,0
1,0,0,56,1,1,1,1,0,0,0,1,1,96.85,5219.65,0,1,0,0,0,0,1,0,0
0,0,0,2,1,0,0,0,0,1,1,1,0,70.3,132.4,1,0,0,0,0,0,1,0,0
0,0,0,46,1,0,0,0,0,0,0,0,0,19.2,908.15,1,0,1,0,1,1,0,0,0
1,1,1,66,1,1,0,1,1,1,1,1,1,108.45,7076.35,1,1,0,1,0,0,1,0,0
0,1,0,29,1,0,0,0,0,0,0,0,1,19.55,521.8,0,0,1,0,1,0,0,1,0
0,0,0,15,1,0,0,0,0,0,0,0,0,19.9,320.45,0,0,1,0,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,19.95,38.15,0,0,1,0,0,0,0,1,0
0,0,0,22,0,0,0,0,1,1,1,1,0,56.75,1304.85,1,0,0,0,1,0,0,0,0
0,0,0,71,1,1,0,0,1,1,0,0,1,86.4,6172.0,1,1,0,0,1,1,0,0,0
0,1,1,17,1,0,1,1,0,0,1,1,0,74.55,1215.8,0,0,0,0,0,0,0,1,0
0,1,1,17,1,1,1,0,1,0,1,0,1,70.35,1201.65,1,0,0,1,0,0,0,0,0
0,1,0,33,1,0,0,0,0,1,0,0,1,51.45,1758.9,0,0,0,1,0,0,0,1,0
0,0,0,9,1,1,0,0,0,0,0,0,1,75.2,633.85,0,1,0,0,0,1,0,0,0
0,0,0,61,1,1,1,1,1,1,1,1,1,118.6,7365.7,0,1,0,1,0,0,1,0,0
0,1,1,57,1,0,0,0,0,0,0,0,0,19.4,1061.6,1,0,1,1,0,0,0,1,0
0,0,0,20,1,0,0,0,0,0,0,0,1,19.7,415.9,1,0,1,1,0,0,0,1,0
0,1,0,68,1,1,0,1,1,0,0,0,0,86.45,5762.95,0,1,0,1,0,1,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,19.5,27.55,0,0,1,0,0,0,0,1,0
0,1,0,46,1,1,0,0,0,0,0,0,1,24.45,1066.15,0,0,1,1,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,29.9,29.9,0,0,0,0,0,0,0,1,0
0,0,0,10,1,0,0,0,0,0,0,0,0,20.0,198.7,1,0,1,0,0,1,0,0,0
0,1,0,71,0,0,1,1,1,1,1,1,0,66.8,4689.15,0,0,0,1,0,0,0,0,0
1,0,0,8,1,1,0,0,0,0,0,1,0,85.2,695.75,0,1,0,0,0,0,1,0,0
0,1,0,55,1,1,0,1,1,0,1,0,1,94.45,5073.1,0,1,0,0,0,1,0,0,0
0,1,0,33,0,0,1,0,1,1,1,1,0,59.55,2016.3,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,1,50.15,50.15,1,0,0,0,0,0,1,0,0
0,0,0,20,1,0,0,0,0,0,0,0,1,19.6,356.15,1,0,1,0,0,1,0,0,0
0,1,1,56,1,0,0,0,0,0,0,0,1,19.8,1119.9,0,0,1,0,1,1,0,0,0
0,1,0,41,1,1,0,1,0,0,0,0,1,80.25,3439.0,1,1,0,0,0,0,1,0,0
1,1,0,72,1,1,1,0,1,1,1,1,1,109.75,8075.35,0,1,0,0,1,0,0,1,0
0,0,0,11,1,1,0,0,1,0,1,0,1,89.2,990.3,0,1,0,0,0,0,1,0,0
1,0,0,34,1,0,0,0,0,0,0,0,0,69.15,2275.1,1,1,0,0,0,1,0,0,0
0,0,1,6,1,0,0,0,0,0,0,0,0,19.65,100.9,1,0,1,0,0,0,0,1,0
0,1,1,23,1,1,0,0,0,0,0,0,0,25.1,611.45,0,0,1,0,1,0,0,1,0
0,1,0,43,1,0,0,0,0,0,1,0,1,56.35,2391.15,1,0,0,1,0,0,0,1,0
0,0,1,27,1,0,0,0,0,0,0,0,0,19.15,537.35,1,0,1,0,0,0,0,1,0
0,0,0,6,0,0,1,1,0,1,0,1,0,50.95,307.6,0,0,0,0,0,1,0,0,0
0,0,0,47,1,0,1,0,1,1,1,1,1,103.7,4730.6,0,1,0,1,0,0,1,0,0
0,1,1,66,1,1,0,0,0,0,0,0,1,25.3,1672.35,1,0,1,0,1,1,0,0,0
0,0,0,37,0,0,1,1,0,1,0,0,1,40.55,1390.85,1,0,0,0,1,0,0,1,0
0,0,0,20,0,0,0,0,0,0,0,0,0,24.9,505.95,0,0,0,0,0,1,0,0,0
0,1,1,44,1,0,0,1,1,1,0,0,1,61.9,2924.05,1,0,0,0,0,0,0,1,0
0,0,1,41,1,0,0,0,0,0,0,0,1,20.25,865.0,0,0,1,1,0,1,0,0,0
0,0,0,5,1,0,0,0,0,0,0,0,0,19.55,99.6,0,0,1,1,0,0,1,0,0
1,1,0,19,1,0,1,0,1,0,1,0,0,66.4,1286.05,1,0,0,0,0,0,0,0,0
0,1,1,54,1,1,0,1,1,0,0,0,1,59.8,3246.45,0,0,0,0,1,0,0,0,0
0,0,0,24,1,0,1,1,0,1,0,0,0,60.45,1440.75,1,0,0,0,0,0,0,0,0
0,1,0,65,1,0,1,1,1,0,0,1,0,71.0,4386.2,0,0,0,0,1,0,0,0,0
0,1,1,72,1,1,1,1,0,0,1,1,1,104.15,7303.05,0,1,0,1,0,0,1,0,0
0,1,1,58,1,0,0,0,0,0,0,0,0,20.5,1191.4,0,0,1,0,1,1,0,0,0
0,1,1,7,0,0,1,0,1,1,0,1,0,49.65,305.55,1,0,0,0,1,1,0,0,0
1,0,0,44,1,1,1,1,1,0,1,1,1,109.8,4860.35,0,1,0,1,0,1,0,0,0
1,0,0,32,1,0,0,0,0,0,1,1,0,90.95,2897.95,0,1,0,0,0,0,1,0,0
0,1,0,64,1,1,1,0,0,0,1,0,1,66.15,4392.5,1,0,0,1,0,1,0,0,0
0,1,1,18,1,1,0,0,0,0,0,0,0,25.1,428.45,0,0,1,0,1,0,0,1,0
0,1,0,26,1,0,0,0,0,0,0,0,0,19.2,459.6,0,0,1,1,0,0,0,1,0
1,1,0,8,0,0,0,1,1,0,0,1,1,43.35,371.4,1,0,0,0,0,0,0,1,0
0,1,1,42,1,1,1,0,0,0,1,1,0,97.1,4016.75,1,1,0,1,0,0,1,0,0
0,0,0,22,1,1,0,1,0,0,1,1,1,100.65,2415.95,1,1,0,0,0,0,1,0,0
1,1,0,62,1,0,1,0,1,1,1,1,1,79.95,4819.75,0,0,0,0,1,1,0,0,0
0,1,1,55,1,0,1,1,0,0,0,0,0,55.7,3131.8,0,0,0,0,0,0,1,0,0
1,1,0,7,1,1,0,0,0,0,0,0,1,74.85,485.25,1,1,0,0,0,0,1,0,0
0,1,0,2,1,0,1,1,0,0,1,0,0,90.35,190.5,0,1,0,0,0,0,1,0,0
0,1,0,69,1,0,1,1,0,0,0,0,1,53.65,3804.4,1,0,0,1,0,1,0,0,0
0,1,0,25,1,0,0,0,0,0,0,0,1,20.95,495.15,1,0,1,1,0,0,0,0,0
0,1,1,6,0,0,0,1,1,1,0,0,0,40.55,217.5,0,0,0,0,1,0,0,1,0
1,0,0,41,1,1,0,1,1,0,1,1,1,104.4,4133.95,0,1,0,0,0,0,1,0,0
1,1,0,71,1,0,0,1,1,0,0,1,0,89.45,6435.25,0,1,0,0,1,1,0,0,0
0,1,1,68,1,0,0,1,1,1,1,1,0,105.75,7322.5,1,1,0,1,0,1,0,0,0
0,1,0,72,1,1,1,1,1,1,1,1,1,113.65,8124.2,0,1,0,0,1,1,0,0,0
0,0,0,43,1,0,0,0,0,0,0,0,1,19.65,779.25,0,0,1,0,1,0,0,0,0
0,0,0,22,1,0,0,0,0,0,0,0,0,20.85,450.65,0,0,1,1,0,0,0,0,0
0,1,1,14,1,0,1,1,0,1,0,0,0,59.45,780.85,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,1,0,1,0,0,1,61.9,0.0,1,0,0,0,1,0,0,0,0
0,1,0,57,1,1,1,1,1,1,1,0,1,103.05,5925.75,1,1,0,0,0,0,1,0,0
1,0,0,56,1,1,1,1,1,0,1,1,0,110.5,6139.5,0,1,0,1,0,0,1,0,0
1,1,0,15,1,0,0,1,0,0,1,1,1,94.65,1285.05,0,1,0,0,0,0,1,0,0
0,0,0,29,0,0,0,1,0,1,0,0,0,34.3,1004.75,1,0,0,0,0,0,1,0,0
0,1,0,16,1,1,1,1,1,0,0,0,0,90.7,1374.9,0,1,0,0,0,0,1,0,0
0,1,0,68,1,1,1,1,1,1,1,1,1,90.8,6302.85,1,0,0,0,1,1,0,0,0
0,1,1,59,1,1,0,0,1,1,1,0,1,72.1,4194.85,0,0,0,0,1,0,0,0,0
1,1,1,72,1,1,1,1,1,1,1,1,1,88.05,6425.65,0,0,0,0,1,1,0,0,0
1,1,0,29,1,0,1,0,1,0,0,1,0,90.1,2656.7,1,1,0,1,0,0,0,0,0
0,0,0,37,1,0,0,1,0,0,1,1,1,96.1,3646.8,1,1,0,0,0,1,0,0,0
0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,670.35,0,0,1,0,1,0,0,1,0
1,1,0,42,1,1,0,1,1,0,1,0,1,95.55,3930.6,0,1,0,0,0,0,1,0,0
0,1,1,10,1,1,1,1,0,0,1,0,0,70.3,676.15,0,0,0,1,0,0,1,0,0
1,1,0,56,1,1,1,1,1,1,0,0,1,68.45,4014.0,0,0,0,1,0,1,0,0,0
0,0,0,48,1,1,1,0,0,1,0,1,1,70.95,3629.2,1,0,0,1,0,0,0,0,0
0,1,1,38,1,1,0,0,0,0,0,0,0,25.05,963.95,1,0,1,0,1,1,0,0,0
0,1,1,72,1,1,1,1,0,0,1,0,1,95.1,6843.15,0,1,0,0,1,0,1,0,0
0,0,0,3,1,0,0,0,0,0,0,0,0,45.45,141.7,1,0,0,0,0,0,0,1,0
0,1,1,72,0,0,1,0,1,0,1,1,1,53.8,3952.45,0,0,0,0,1,1,0,0,0
0,1,1,60,1,0,0,1,1,1,1,1,1,80.6,4946.7,0,0,0,0,1,0,0,0,0
0,0,0,44,1,1,0,0,1,0,0,1,1,90.4,4063.0,1,1,0,0,0,0,0,1,0
0,1,1,27,1,0,1,1,0,0,0,0,1,80.65,2209.75,1,1,0,1,0,1,0,0,0
1,1,0,70,1,1,1,1,1,1,1,1,1,113.0,7987.6,0,1,0,0,1,1,0,0,0
0,1,1,18,1,0,1,0,1,1,1,1,0,83.25,1611.15,1,0,0,0,0,0,1,0,0
0,1,1,44,1,0,0,0,0,0,0,0,0,20.0,860.85,1,0,1,1,0,0,0,0,0
1,1,1,28,0,0,0,0,0,0,1,0,1,35.9,973.65,0,0,0,0,0,0,1,0,0
0,1,0,30,1,0,0,1,1,1,0,1,0,70.25,2198.9,0,0,0,1,0,0,0,0,0
0,1,0,38,1,0,0,0,0,0,0,0,0,20.4,743.5,1,0,1,0,1,0,0,0,0
0,1,1,69,1,0,0,0,0,0,0,0,0,19.75,1375.4,0,0,1,0,1,0,0,0,0
1,1,0,57,1,1,0,1,0,0,0,1,1,89.85,4925.35,1,1,0,0,0,0,1,0,0
0,1,1,70,1,1,1,1,1,1,1,0,1,79.25,5731.85,1,0,0,0,1,0,0,0,0
0,0,0,70,1,1,1,1,1,0,1,1,0,84.7,5991.05,0,0,0,0,1,0,0,1,0
0,0,0,27,1,0,0,0,1,1,0,1,1,89.2,2383.6,0,1,0,0,0,0,1,0,0
0,1,0,72,1,1,0,1,1,1,1,1,0,85.95,6151.9,1,0,0,0,1,0,0,0,0
0,0,0,20,1,1,0,1,0,1,1,0,1,68.7,1416.2,1,0,0,1,0,0,1,0,0
0,1,1,28,1,1,0,0,0,0,0,0,0,49.9,1410.25,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,0,0,0,0,0,0,0,24.0,24.0,0,0,1,0,0,0,0,1,0
0,0,0,46,1,0,0,0,0,0,0,0,0,20.05,902.0,1,0,1,0,1,0,0,0,0
0,0,0,41,1,0,0,0,0,1,0,0,1,74.25,3089.1,1,1,0,0,0,0,1,0,0
1,1,0,71,1,1,1,1,1,1,1,1,1,115.05,8016.6,1,1,0,0,1,0,0,0,0
0,1,1,17,1,1,1,0,0,1,0,0,1,62.1,1096.65,1,0,0,1,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,1,45.25,74.2,0,0,0,0,0,0,0,1,0
0,1,0,24,1,1,0,0,1,0,0,0,1,79.65,1928.7,0,1,0,0,0,0,0,1,0
0,1,0,49,1,0,0,1,0,0,1,1,1,94.8,4690.65,1,1,0,0,1,0,1,0,0
0,1,1,62,1,0,0,0,0,0,0,0,0,20.65,1218.45,1,0,1,0,1,1,0,0,0
0,0,0,51,1,0,0,0,0,0,1,1,0,87.55,4475.9,0,1,0,1,0,1,0,0,0
0,0,0,8,1,0,1,0,0,0,1,0,1,60.0,487.75,0,0,0,0,0,0,1,0,0
0,1,0,71,1,1,0,0,0,0,0,0,1,24.25,1732.95,0,0,1,0,1,1,0,0,0
0,1,0,67,1,1,0,0,0,0,0,0,0,25.6,1784.9,1,0,1,0,1,1,0,0,0
0,0,0,17,1,1,0,0,1,0,0,0,0,80.05,1345.65,0,1,0,0,0,0,0,0,0
0,0,1,15,1,0,1,0,1,0,0,1,0,64.85,950.75,1,0,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,20.25,0.0,1,0,1,0,1,0,0,1,0
0,0,0,26,1,0,0,1,0,0,0,0,0,75.5,2018.1,1,1,0,1,0,0,0,0,0
0,1,1,71,1,0,0,0,0,0,0,0,0,20.1,1389.6,0,0,1,0,1,0,0,0,0
0,0,0,27,1,1,0,0,0,0,1,1,1,95.6,2595.25,0,1,0,0,0,0,0,0,0
0,1,0,51,1,1,1,1,0,0,0,1,1,96.4,4911.05,1,1,0,1,0,1,0,0,0
0,1,0,71,1,0,1,0,1,1,1,1,1,82.55,5832.65,1,0,0,0,1,0,1,0,0
1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,0,0,0,0,1,0,0,0,0
0,1,1,7,1,0,1,0,0,0,0,0,0,50.7,350.35,0,0,0,0,0,0,0,1,0
0,1,1,55,1,1,0,0,0,0,0,0,1,25.65,1388.0,0,0,1,0,1,1,0,0,0
0,1,0,72,1,1,1,1,1,1,1,1,1,115.55,8425.3,1,1,0,0,1,0,1,0,0
0,1,1,58,1,0,0,0,0,0,0,0,1,44.1,2413.05,0,0,0,1,0,0,0,1,0
0,1,1,9,1,0,0,1,0,1,1,0,1,65.6,593.3,0,0,0,1,0,0,0,1,0
0,0,0,10,1,0,1,0,0,0,0,0,1,51.65,524.5,1,0,0,0,0,0,0,1,0
0,0,0,9,1,0,0,0,0,0,0,0,0,20.4,181.8,1,0,1,0,0,0,0,1,0
1,0,1,56,1,0,1,0,0,0,1,1,0,94.8,5264.3,1,1,0,1,0,1,0,0,0
0,0,0,41,1,1,0,0,1,0,0,1,0,65.0,2531.8,1,0,0,1,0,0,0,1,0
0,0,0,7,1,0,0,0,1,1,0,1,0,62.8,418.3,0,0,0,0,0,0,0,0,0
0,1,0,28,1,0,1,0,0,1,0,0,0,54.35,1426.45,1,0,0,1,0,0,0,1,0
0,1,0,37,1,1,0,1,0,1,0,1,0,72.1,2658.4,0,0,0,1,0,0,0,1,0
0,1,1,68,1,0,0,0,0,0,0,0,1,19.95,1303.25,1,0,1,0,1,0,0,0,0
0,0,0,19,1,1,0,0,1,1,0,0,0,59.55,1144.6,1,0,0,0,0,0,1,0,0
0,0,0,57,1,0,0,0,0,0,0,0,0,20.55,1252.85,1,0,1,0,1,1,0,0,0
0,1,0,64,1,1,0,0,1,1,0,0,0,58.35,3756.45,0,0,0,1,0,0,0,0,0
0,1,1,59,1,1,1,1,0,1,0,0,0,65.5,3801.3,0,0,0,1,0,0,0,1,0
0,1,1,62,1,0,0,0,0,0,0,0,0,20.05,1263.9,1,0,1,0,1,1,0,0,0
0,1,1,53,1,1,1,0,0,1,0,1,0,71.85,3827.9,1,0,0,0,0,0,1,0,0
0,0,0,62,1,1,1,1,1,0,0,0,1,92.05,5755.8,0,1,0,1,0,0,1,0,0
0,1,1,55,1,0,0,0,1,1,0,0,1,55.25,3119.9,1,0,0,0,1,1,0,0,0
0,1,1,62,1,1,1,0,0,0,1,1,1,101.15,6638.35,0,1,0,0,1,0,0,0,0
0,1,1,38,1,0,0,0,0,0,0,0,0,20.3,749.35,0,0,1,1,0,0,0,1,0
0,0,0,31,1,1,1,1,0,0,1,1,0,104.35,3205.6,0,1,0,0,0,0,1,0,0
0,0,0,12,0,0,0,1,0,1,0,0,0,34.0,442.45,1,0,0,0,0,0,0,1,0
0,0,0,18,1,1,0,0,0,0,0,0,1,75.6,1395.05,1,1,0,0,0,0,0,0,0
0,1,1,23,1,0,1,1,0,1,0,0,1,57.75,1282.85,0,0,0,1,0,0,0,1,0
0,1,1,1,1,0,0,0,0,0,0,0,1,19.0,19.0,0,0,1,0,0,0,0,1,0
0,1,1,67,1,0,1,1,0,0,0,0,1,54.2,3838.2,1,0,0,0,1,0,0,0,0
0,0,0,53,1,0,0,0,1,0,0,1,1,61.1,3357.9,1,0,0,1,0,0,1,0,0
0,1,1,35,1,0,0,0,0,0,0,0,0,20.05,746.75,1,0,1,1,0,0,0,0,0
0,0,0,29,1,0,0,0,0,0,0,0,0,19.35,601.6,0,0,1,0,0,1,0,0,0
0,1,1,36,1,1,0,0,0,0,0,0,0,25.1,930.95,1,0,1,0,1,1,0,0,0
0,1,0,58,1,1,1,0,1,1,1,1,1,84.3,4916.4,0,0,0,0,1,0,1,0,0
0,0,0,60,1,0,0,0,0,0,0,0,0,19.85,1128.1,0,0,1,0,1,0,0,0,0
0,0,0,13,1,0,0,0,0,0,0,0,1,19.3,279.3,0,0,1,0,0,0,0,1,0
0,0,0,11,1,1,0,0,0,0,0,0,0,75.25,888.65,0,1,0,0,0,0,1,0,0
0,0,0,25,1,0,1,0,0,0,0,0,0,74.3,1952.25,1,1,0,0,0,0,0,0,0
0,0,1,72,1,0,0,0,0,0,0,0,0,19.9,1529.65,1,0,1,0,1,1,0,0,0
0,1,1,43,1,1,0,0,0,0,0,0,0,24.25,1077.95,1,0,1,0,1,0,0,1,0
0,0,0,7,1,0,1,1,1,0,0,0,0,61.4,438.9,0,0,0,0,0,0,1,0,0
1,0,0,32,1,1,0,0,1,0,0,0,1,81.1,2619.25,1,1,0,0,0,1,0,0,0
0,0,0,51,1,0,0,0,0,0,0,0,0,20.65,1020.75,0,0,1,0,1,0,0,0,0
0,1,1,12,1,0,0,0,1,0,1,0,1,58.35,740.55,0,0,0,0,0,1,0,0,0
0,0,0,3,1,0,1,0,0,0,0,0,1,50.15,160.85,1,0,0,0,0,0,0,1,0
0,0,0,54,1,0,1,1,0,0,1,1,1,100.05,5299.65,0,1,0,1,0,1,0,0,0
0,0,0,68,1,1,1,1,1,0,0,1,1,76.9,5023.0,1,0,0,1,0,1,0,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,44.0,44.0,1,0,0,0,0,0,1,0,0
0,1,1,72,1,1,0,0,1,0,0,1,1,90.8,6511.8,1,1,0,0,1,1,0,0,0
0,0,0,66,1,1,1,1,1,1,1,1,1,90.05,5965.95,0,0,0,0,1,1,0,0,0
0,1,1,41,1,0,0,0,1,0,1,1,1,94.9,3848.0,0,1,0,0,0,0,0,0,0
0,1,0,42,1,0,0,0,0,0,0,0,0,20.25,835.5,1,0,1,0,1,0,1,0,0
1,1,0,14,1,0,0,0,0,0,0,0,0,19.65,228.65,1,0,1,1,0,0,0,1,0
0,1,1,8,1,0,0,0,0,0,0,0,0,19.65,169.75,1,0,1,0,0,1,0,0,0
0,0,0,32,1,1,1,0,0,0,1,1,0,74.75,2282.95,0,0,0,1,0,0,0,1,0
0,0,0,52,1,0,1,0,1,0,1,0,0,91.25,4738.3,1,1,0,1,0,0,1,0,0
0,0,0,9,0,0,1,0,1,1,0,1,0,50.8,463.6,1,0,0,1,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,19.4,50.6,1,0,1,0,0,0,0,1,0
0,1,0,68,1,1,1,1,0,0,0,0,1,84.7,5711.05,0,1,0,0,1,0,0,0,0
0,1,0,61,0,0,1,0,1,1,1,1,1,62.15,3778.85,1,0,0,0,1,0,0,1,0
0,0,1,41,1,0,1,1,1,1,1,1,1,111.15,4507.15,1,1,0,0,1,0,1,0,0
0,1,0,60,1,1,1,0,1,1,1,1,1,109.45,6572.85,1,1,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,1,0,1,55.3,55.3,0,0,0,0,0,0,0,1,0
0,1,0,49,1,0,0,0,1,1,1,1,1,99.25,4920.8,1,1,0,1,0,1,0,0,0
0,1,1,43,1,1,1,0,1,1,0,0,1,91.25,4013.8,1,1,0,1,0,1,0,0,0
0,0,1,5,1,0,0,0,0,0,0,0,0,20.2,83.75,1,0,1,0,0,0,0,1,0
0,0,0,53,1,1,0,1,1,0,1,1,0,105.55,5682.25,0,1,0,0,1,0,1,0,0
0,0,0,69,1,1,1,1,1,0,1,1,1,110.05,7430.75,1,1,0,0,1,1,0,0,0
0,0,0,18,1,0,0,0,0,0,0,0,0,19.25,331.35,1,0,1,0,0,0,0,1,0
0,1,1,43,0,0,1,1,0,1,1,0,1,51.25,2151.6,0,0,0,1,0,0,0,0,0
0,1,1,57,1,1,0,1,0,0,1,1,1,100.6,5611.7,0,1,0,0,0,0,1,0,0
0,1,1,31,1,1,0,0,0,0,0,0,0,25.75,755.6,1,0,1,0,1,0,0,1,0
0,1,0,72,1,1,1,1,1,0,1,0,1,97.95,7114.25,1,1,0,0,1,1,0,0,0
0,1,1,22,1,0,0,0,0,0,0,0,0,19.9,400.3,0,0,1,0,0,0,0,1,0
0,0,1,2,1,0,1,0,0,0,0,1,1,61.2,125.95,0,0,0,0,0,1,0,0,0
0,0,0,28,1,0,1,1,0,1,0,0,1,59.9,1654.7,0,0,0,1,0,0,1,0,0
0,0,0,34,1,0,1,1,0,0,0,1,0,64.35,2053.05,0,0,0,1,0,0,1,0,0
0,1,1,27,1,1,0,1,0,1,0,0,1,85.2,2151.6,1,1,0,0,0,1,0,0,0
0,1,0,61,1,1,0,0,0,0,0,0,0,24.4,1417.9,0,0,1,0,1,0,0,1,0
0,0,0,71,1,1,0,1,0,0,0,0,1,79.05,5552.5,1,1,0,1,0,1,0,0,0
0,0,0,3,1,0,0,0,1,0,0,1,0,85.7,256.75,1,1,0,0,0,1,0,0,0
1,1,0,7,1,1,0,0,0,0,0,0,1,75.4,533.05,1,1,0,0,0,0,1,0,0
0,0,1,41,1,0,1,1,1,0,1,0,0,70.2,2894.55,1,0,0,1,0,0,0,1,0
0,1,0,34,1,1,0,0,1,0,1,1,1,100.45,3414.65,0,1,0,0,0,0,1,0,0
0,1,1,60,0,0,0,1,0,0,1,1,1,49.75,3069.45,0,0,0,0,0,0,1,0,0
0,1,1,50,1,1,1,0,0,1,1,0,1,70.5,3486.65,1,0,0,0,1,1,0,0,0
0,1,1,15,1,0,0,0,0,0,0,0,1,19.5,239.75,1,0,1,1,0,0,0,1,0
